CustomerID,Apr-11,Aug-11,Dec-10,Dec-11,Feb-11,Jan-11,Jul-11,Jun-11,Mar-11,May-11,Nov-11,Oct-11,Sep-11
12971,1196.2,715.16,436.19,161.9,582.1,657.28,1923.96,577.42,1158.44,608.01,1913.45,460.76,799.04
12974,0,0,0,0,0,0,0,0,0,144.8,0,0,0
12976,0,0,0,0,0,0,0,0,0,738.6,0,0,0
12977,0,0,0,0,0,0,39.24,0,0,0,0,0,0
12980,0,0,889.32,0,1223.7,721.92,838.8,1969.74,838.8,892.62,0,0,0
12981,0,0,0,0,0,0,187.18,0,0,0,185.04,0,0
12982,390.54,0,0,0,0,0,0,0,0,0,0,0,0
12984,0,0,0,0,0,0,0,0,0,0,97.5,0,0
12985,0,0,0,485,0,0,0,0,0,0,754.38,0,0
12987,0,0,0,0,0,0,0,0,0,304.3,0,0,254.4
12988,0,0,0,0,505.82,0,0,0,0,0,0,0,0
12989,277.56,0,202.5,129.13,901.6,810,1141.2,0,437.4,698.88,354.96,1332.96,637.92
12990,0,0,0,0,97.5,0,0,166.4,0,0,145.6,0,0
12991,0,303.56,0,0,0,0,0,0,0,0,200.2,0,0
12993,0,197.1,0,0,102.9,0,0,0,0,72.4,42.36,0,0
12994,0,292.87,0,328.95,0,0,0,0,352.6,0,0,0,0
12995,0,0,0,0,0,0,0,0,0,0,0,0,211.32
12997,302.92,0,0,0,0,305.55,0,0,0,0,310.5,0,307.92
12999,320.28,0,0,0,0,0,0,0,0,135.6,0,0,0
13000,0,76.32,201.75,0,0,0,0,0,256.78,0,0,0,0
13001,636.45,0,0,591.01,2098.95,1369.84,770.07,501.5,1941.68,1264.08,612.39,0,0
13002,0,0,0,0,0,120.95,0,0,0,0,0,0,0
13003,0,60,0,0,0,0,30,0,0,59.05,0,0,0
13004,451.78,328.07,357.01,0,589.65,645.38,308.44,700.56,0,404.2,1046.91,483.7,340.21
13005,321.65,0,0,0,0,0,0,192.05,0,0,0,0,0
13006,0,0,0,0,0,0,0,0,0,0,0,81.57,0
13008,0,0,0,0,0,229.47,0,0,0,0,0,0,0
13011,0,0,50.55,0,0,0,0,0,0,0,0,0,0
13012,0,0,0,0,377.27,0,304.92,0,0,330.12,456,0,178.53
13013,649.32,449.66,1528.34,295.1,0,0,560.84,0,0,194.63,612.94,216.81,303.3
13014,0,233.7,0,0,0,0,0,460.75,833.18,494.85,1044.65,0,399.15
13015,979.37,0,0,0,0,0,0,0,0,783.67,0,1576.6,0
13016,0,425.25,0,0,0,0,0,0,0,0,0,0,364.64
13017,0,0,0,204,0,0,0,0,0,0,0,0,0
13018,1623.92,251.96,0,0,642.45,0,683.99,178.94,332.6,1074.99,1187.36,412.17,889.32
13021,0,0,157.35,305.43,0,0,0,387.47,259.35,348.3,691.67,0,466.81
13023,0,336.4,0,0,0,0,0,0,0,0,0,353.5,0
13026,0,0,0,200.52,0,0,0,0,84.36,159.36,170.64,0,360.48
13027,2016,1536,1440,0,0,0,1536,0,384,0,0,0,0
13028,0,0,0,0,0,0,0,0,0,0,305.38,355.94,0
13029,0,0,382.5,0,0,0,390.7,0,0,0,474.3,0,0
13030,0,0,402.36,0,0,0,0,0,0,0,350.08,0,0
13032,0,0,0,0,0,0,0,0,0,0,0,513.88,496.3
13033,0,0,190.55,0,0,0,0,0,0,0,0,0,0
13034,0,0,165.86,0,0,0,0,0,0,0,0,476.91,0
13035,0,0,0,0,0,0,0,0,333,0,0,0,588.88
13037,0,0,0,0,0,0,303.75,0,250.42,326.9,0,0,0
13038,0,0,0,0,395.1,0,0,196.66,0,0,0,0,316.7
13040,0,0,0,373.74,0,0,0,0,0,0,303.25,0,0
13043,0,0,0,0,0,0,0,0,516.42,0,0,0,0
13044,0,0,0,0,560.47,0,0,0,0,0,0,0,0
13045,0,0,0,0,0,0,0,0,0,0,0,0,305.28
13046,0,0,0,0,0,0,0,0,197.72,0,431.59,0,0
13047,0,447.93,366.63,0,458.9,0,0,562.4,427.15,419,4.95,550.58,0
13048,445.81,435.13,0,0,0,477.61,0,0,0,0,460.86,0,0
13049,0,0,0,0,0,153.78,0,0,0,0,0,502.9,0
13050,0,711.23,1199.87,0,606.57,323.09,339.38,585.17,401.35,343.08,712.35,614.77,0
13052,0,0,0,0,0,0,0,0,0,348.15,0,0,0
13055,0,0,0,0,0,0,0,0,0,344.86,0,0,869.55
13058,0,0,0,0,0,0,47.55,0,0,0,133.7,90.15,0
13059,183.4,0,0,0,0,0,0,0,0,0,0,0,0
13060,0,0,0,0,0,0,0,0,307.53,0,0,0,0
13061,0,0,0,0,0,0,0,0,0,0,0,0,248.61
13062,0,0,0,0,0,0,0,346.98,0,0,0,0,0
13064,0,0,0,0,0,203.3,455.95,0,0,0,263.26,0,183.08
13065,0,0,205.86,0,0,0,0,0,0,0,0,0,0
13066,0,0,0,0,0,0,0,0,0,0,470.8,0,0
13067,0,0,0,0,0,0,0,0,0,0,0,0,115.46
13068,0,0,0,0,0,165,0,0,0,0,179,0,0
13069,625.85,185.97,644.12,280.24,255.03,340.94,302.04,378.39,269.3,391.62,156.09,125.09,476.76
13070,0,0,0,0,0,0,0,0,0,228.8,0,0,0
13072,0,0,0,0,0,0,0,0,177.15,0,0,0,0
13075,0,919.61,0,0,0,0,0,0,0,0,0,0,0
13077,0,0,313.72,151.83,262.47,0,0,0,0,0,0,0,0
13078,756.63,1100.64,881.16,839.08,348.57,764.58,572.93,776.42,1229.52,486.7,1963.93,1412.28,1495.5
13079,0,0,0,30,0,0,23.8,0,0,0,17.7,0,148.6
13080,0,0,0,0,0,0,0,58.08,0,0,0,0,0
13081,0,0,2366.78,0,1573.19,3527.64,4406.61,0,2340.05,4655.85,9467.26,0,0
13082,874.24,90,0,0,0,379.44,1278.1,285.35,706.5,0,0,0,0
13083,0,0,0,111.36,0,0,0,0,0,0,0,0,192.39
13085,0,0,0,0,278.1,0,137.98,0,0,0,0,0,0
13089,3442.71,3630.55,5953.21,4681.62,4060.43,5543.98,3692.18,3747.98,4409.06,4466.8,4462.09,3320.9,7350.57
13090,760.1,0,1008.4,355.38,485.04,302.76,968.4,832.02,555.3,0,2409.45,1233.97,0
13091,0,0,0,0,0,0,0,0,0,0,345.82,0,0
13092,103.3,0,185.45,0,0,0,0,0,110.2,40.8,0,0,38.08
13093,0,0,3795.51,0,1459.5,2272.96,0,0,304.5,0,0,0,0
13094,0,228.96,223.68,0,76.32,152.64,223.68,152.64,76.32,411.48,152.64,0,228.96
13095,0,0,0,0,0,0,0,0,0,0,0,0,74.4
13097,460.94,636.75,304.9,0,587.01,771.29,0,997.6,878.02,0,531.14,0,835.57
13098,2079.72,2660.2,0,2365.76,244.8,648.8,2233.66,2370.61,349.2,3881.09,3754.78,5412.14,2881.68
13099,0,0,0,0,0,0,0,0,0,0,0,0,207.36
13101,101.19,0,0,0,0,0,0,0,0,0,0,0,0
13102,574.56,0,673.92,502.13,450.82,757.06,956.1,236.44,676.08,636.72,263,366.12,331.14
13103,0,0,0,0,0,0,0,0,0,0,0,243.94,0
13104,0,0,101.76,339.48,0,0,162.72,0,111.96,0,0,180,202.56
13106,0,0,0,0,0,0,76.5,0,0,0,0,0,0
13107,0,0,0,0,0,566.84,0,368.38,0,0,0,124.2,472.2
13108,0,0,350.06,0,0,0,0,0,0,0,0,0,0
13109,0,0,0,0,0,0,369.85,0,0,0,0,416.69,0
13110,0,0,0,0,271.55,0,309.75,0,460.94,0,241.73,204.7,0
13113,1228.8,1143.04,372.97,339.2,1180.97,1048.89,0,787.86,1178.08,3846.45,336.96,782.74,0
13115,0,0,0,0,0,0,0,878.55,0,0,499.56,916.67,0
13116,0,0,0,0,0,0,501.14,0,0,0,0,0,0
13117,65.28,90.4,388.15,0,0,111.78,0,0,90.6,95.56,143.14,0,0
13118,0,0,0,0,190.93,0,0,0,423.55,185.22,398.11,0,0
13120,30.6,0,0,0,0,0,0,0,0,0,0,0,0
13121,0,0,0,0,0,0,0,0,283.73,0,0,0,0
13122,903.67,0,0,0,0,0,0,0,0,0,0,0,18.72
13124,1260.15,0,1256.32,0,0,0,0,0,0,0,0,0,1239.86
13126,0,0,223.44,369.44,0,323.87,0,0,530.11,0,0,344.22,308.56
13127,0,0,0,0,0,0,0,0,0,0,0,0,259.17
13130,0,0,0,0,0,0,0,0,0,0,0,0,64
13131,0,0,0,0,0,0,0,324.9,0,0,301.1,0,447.3
13132,0,0,0,0,0,0,0,0,77.3,0,0,0,0
13133,0,0,0,0,52.35,0,0,0,57.45,0,0,0,0
13134,525.7,0,0,0,0,0,0,360.04,0,0,0,0,907.84
13135,0,0,0,0,0,0,0,0,0,3096,0,0,0
13136,0,0,0,0,0,0,652.22,0,0,574.46,0,459.53,921.4
13137,640.81,290.86,0,0,206.63,0,290.46,0,0,0,1143,571.97,459.56
13138,193.62,0,193.23,0,0,0,102.6,0,0,0,130.7,143.8,198.44
13139,0,540.92,0,0,0,0,0,0,409.5,760.52,1480.38,0,1873.62
13140,0,264.21,158.26,0,0,0,0,0,0,0,0,0,0
13141,516.28,0,0,0,0,524.57,0,0,0,360.18,0,0,987.72
13142,0,0,0,0,0,0,0,0,0,0,307.09,0,0
13144,0,0,0,0,0,110.95,0,0,0,0,0,0,0
13145,0,118.8,295,0,0,0,0,0,0,0,0,118.8,85.92
13146,0,0,0,0,0,0,0,0,0,0,228.91,0,0
13147,0,0,0,0,0,0,0,0,0,0,475.2,118.8,118.8
13148,341.58,0,309.4,0,0,759.31,986.63,0,369.09,0,917.25,0,0
13149,0,249.72,0,0,376.74,0,506.16,0,0,0,543.44,0,0
13151,0,0,0,0,1257.87,0,0,0,0,0,0,0,0
13153,0,0,0,486.22,0,0,0,0,0,0,0,0,0
13155,0,0,379.7,0,0,189.5,0,0,0,0,89.26,0,313.3
13157,300.12,0,0,0,197.82,0,375.26,0,0,0,0,868.02,0
13158,0,305.34,0,0,0,256.41,306.42,0,0,0,0,0,332.89
13159,0,843.09,0,282.56,0,0,0,0,0,0,0,303.7,0
13160,0,0,0,0,0,0,0,0,0,0,91.8,0,0
13161,0,0,0,0,0,112.75,0,0,0,0,0,0,0
13162,548.43,382.85,0,0,0,753.26,0,3.75,0,0,0,0,0
13165,0,0,354.64,0,0,0,0,0,0,0,0,666.84,0
13166,0,0,0,0,0,0,0,0,417.2,0,0,0,0
13167,0,174.64,0,0,0,0,242.91,0,0,0,131.66,242.12,0
13168,0,0,0,0,199.3,622.33,0,0,0,131.43,346.53,0,0
13169,505.2,0,0,0,0,0,0,0,0,0,0,207.68,0
13170,0,0,0,0,0,0,0,0,0,0,108.81,0,0
13171,0,0,0,0,140.35,0,0,0,0,0,195.52,132.54,0
13173,0,0,165.94,187.71,0,0,0,0,0,0,0,0,0
13174,0,0,1369.06,0,0,665,0,0,0,0,708.76,0,0
13176,0,0,0,0,0,0,0,0,0,0,0,481.49,0
13177,0,0,0,0,0,0,0,0,0,0,0,282.45,0
13178,483,0,710,0,414,0,1080.8,591.73,0,1112.2,568.74,0,765
13182,0,0,0,0,0,0,0,0,0,0,0,121.18,0
13183,0,211.96,0,429.06,0,625.04,655.94,0,513.84,388.2,443.14,0,690.6
13184,533.79,187.11,0,0,212.52,0,365.02,173.66,0,0,196.85,0,0
13185,0,0,0,0,0,0,0,0,71.4,0,0,0,0
13186,0,988.34,0,0,0,0,0,0,0,0,0,273.95,313.6
13187,0,0,0,0,0,236.02,0,0,0,0,0,0,0
13188,0,0,0,0,0,0,0,0,0,0,114.6,0,0
13189,0,127,0,0,0,0,0,0,0,0,133.68,0,0
13192,0,0,0,0,0,0,0,0,0,464.32,0,0,447.62
13193,0,0,0,0,0,0,0,0,0,0,0,112.08,0
13194,0,0,0,0,0,0,60.7,0,0,0,0,0,0
13196,0,0,0,0,0,0,0,0,512.13,0,210.83,0,1074.82
13198,903.01,489.86,384.55,0,0,800.19,431.57,0,0,0,392.06,0,0
13199,502.4,202.08,711.8,641.82,734.84,428.4,186.2,425.4,680.76,681.96,1915.88,2519.26,186.32
13200,0,319.32,0,0,0,0,0,0,0,0,243.08,0,307.69
13203,165.71,144.15,0,0,0,0,0,0,0,0,163.22,396.38,0
13207,0,0,0,0,0,0,197.52,0,0,0,52.74,0,0
13208,205.28,0,0,0,168.45,0,134.86,0,0,320.23,0,388.83,0
13209,1932.24,595.26,318.85,0,0,111.35,1198.38,0,0,0,1735.53,0,0
13210,0,0,0,0,0,0,0,0,0,0,0,0,353.48
13211,0,0,110.7,0,0,0,0,0,0,0,310.78,0,673.94
13212,0,0,0,0,0,0,0,0,0,0,495.36,291.47,0
13213,0,412.35,0,0,0,0,0,136.25,0,415.28,0,556.7,0
13216,0,0,0,0,0,0,0,0,333.74,0,0,0,0
13217,0,52.02,0,0,0,0,481.96,0,0,0,0,0,0
13218,0,62.64,0,0,0,0,0,0,0,0,0,0,0
13220,83.4,0,0,0,0,0,0,166.8,0,476.29,0,0,92.8
13221,349.25,0,498.16,0,0,0,0,0,0,0,0,0,0
13223,100.8,0,0,0,0,0,0,0,0,62.4,0,0,0
13224,0,0,0,0,0,0,1212.26,0,0,0,0,943.69,0
13225,0,0,1206.72,1363.2,0,1263.72,557.68,0,734.44,537,0,801.08,0
13226,0,0,0,0,0,0,0,0,108.21,0,0,0,0
13227,0,0,0,0,0,0,0,0,0,257.7,0,0,0
13228,0,0,0,0,0,0,0,0,0,0,0,0,358
13229,160.95,0,0,0,0,0,0,0,0,0,0,0,0
13230,793.03,0,93.45,390.71,271.13,145.94,431.6,0,275.53,184.55,169.69,0,0
13232,117.43,0,0,0,0,0,0,186.55,0,557.47,309.3,0,157.6
13233,0,0,0,0,0,304.24,0,0,0,0,0,0,300.88
13235,0,0,0,0,0,0,0,0,0,1031.07,0,0,0
13236,0,439.23,0,0,0,0,0,0,0,0,305.62,0,0
13238,0,0,91.15,0,0,0,0,227.7,0,0,381.88,0,0
13239,0,0,0,0,0,0,0,0,329.56,0,0,0,0
13240,0,0,224.07,0,0,0,0,111.2,218.34,0,0,0,110.04
13242,0,166.4,0,0,0,0,0,0,0,104,0,0,0
13243,0,0,0,0,0,0,0,0,0,585.12,0,0,0
13244,0,0,0,0,0,0,0,0,0,0,0,0,121.74
13245,0,0,0,0,0,0,0,0,0,0,0,430.5,0
13246,0,0,0,0,383.95,679.21,0,212.47,0,562.88,123.01,0,0
13247,0,0,0,0,0,0,0,0,0,0,110.25,85.8,305.07
13248,0,78.21,0,0,0,0,0,387.47,0,0,0,0,0
13249,0,0,0,0,0,0,0,0,291.84,0,0,0,419.57
13253,0,0,0,0,0,476.48,553.92,0,0,0,0,0,0
13255,0,0,225.7,0,0,0,0,0,0,0,173.81,0,0
13258,0,0,0,0,0,0,0,0,0,198.87,473.96,0,0
13259,0,0,0,0,0,0,0,0,0,0,0,283.18,0
13260,0,0,0,0,0,0,0,0,0,0,0,557.62,0
13261,0,0,0,0,845.1,0,0,0,99,0,0,0,0
13262,0,0,0,0,0,0,0,0,200.29,0,0,0,0
13263,984,582.1,0,344.2,0,141.66,308.71,685.45,1194.39,958.48,525.73,936.41,775.8
13265,817.44,0,0,0,0,0,0,325.78,307.44,0,0,305.36,336.64
13266,623.43,333.93,0,0,0,0,375.22,315.86,302.22,584.92,610.57,382.34,305.77
13267,313.65,313.35,622.3,301.2,0,311.67,277.45,0,633.07,329.45,1100.95,0,318.4
13268,180.43,0,0,0,0,0,0,307.47,1089.9,540.01,738.37,0,318.57
13269,1072.33,315.68,662.17,333.68,0,0,305.1,312.44,0,310.78,1094.7,574.22,362.18
13270,0,0,590,0,0,0,0,0,0,0,0,0,0
13271,0,0,0,0,0,0,0,0,0,0,211.49,0,0
13272,0,0,0,0,0,0,0,0,0,0,135.6,0,140.96
13273,0,138.98,0,0,0,0,0,0,0,0,0,0,0
13276,0,0,0,0,0,0,0,0,0,0,0,453.55,137.38
13277,0,50,0,0,0,0,75.9,0,0,0,132.5,0,0
13278,0,0,0,0,0,0,0,0,0,0,0,542.73,0
13279,0,0,0,0,0,0,0,0,0,0,0,0,137.75
13280,0,115.5,0,0,0,682.96,0,0,0,0,0,0,0
13282,0,0,0,0,0,0,0,428.4,0,344.7,359.04,0,0
13283,0,0,0,0,0,0,0,25.5,0,0,0,68.16,0
13284,0,0,0,0,0,201.19,0,0,0,0,0,0,0
13285,506.38,0,0,0,666.89,0,796.83,0,0,0,739.02,0,0
13291,0,0,0,0,0,0,361.11,0,0,0,0,0,0
13292,0,0,0,0,249.57,0,0,0,0,0,329.37,0,0
13294,483.65,0,0,0,0,0,0,390.09,0,0,0,0,0
13295,0,0,201.2,0,0,0,0,0,0,0,0,0,0
13296,0,0,0,0,0,0,87.4,0,0,0,0,0,0
13297,0,0,0,323.52,0,0,0,0,0,0,450.95,1315.38,0
13298,0,0,0,360,0,0,0,0,0,0,0,0,0
13299,0,0,0,0,0,0,0,0,142.5,0,0,0,0
13300,0,0,0,0,0,0,0,371.89,0,0,0,0,0
13301,0,137.19,0,0,173.91,0,153.13,0,0,153.86,0,0,0
13302,0,0,0,0,0,0,63.75,0,0,0,0,0,0
13304,0,0,300.42,0,0,0,0,0,0,0,0,0,0
13305,194.75,194.55,136.2,213.16,152.7,0,250.95,0,156.6,0,316.45,0,385.5
13307,0,15,0,0,0,0,0,0,0,0,0,0,0
13308,0,0,0,0,0,0,0,0,0,814.95,285.88,284.68,0
13309,0,0,0,234.88,390.71,0,0,0,0,155.93,0,293.77,381.5
13310,0,0,0,0,0,410.18,0,0,0,407.47,314.38,0,0
13311,0,0,0,108.46,0,0,490.11,0,0,0,0,0,0
13313,0,0,0,0,0,307.3,308.6,0,0,302.44,636.98,0,0
13314,0,0,0,186.47,0,0,0,0,0,0,0,89.85,499.62
13316,0,0,0,0,0,0,1912.7,0,1622.48,0,1514.17,0,683.58
13317,444.63,0,238.05,0,0,0,0,0,0,631.3,0,959.7,0
13318,0,0,0,337.8,0,0,0,0,0,0,302.96,0,0
13319,599.84,346.2,1551.08,309.1,707.07,510.89,967.43,1055.6,426.04,732.92,2287.87,858.11,493.4
13320,0,472.54,0,0,0,0,0,0,0,508.61,0,0,551.05
13321,0,0,0,0,0,0,0,0,0,0,0,0,567.36
13322,0,0,0,0,0,0,0,0,0,0,199.48,0,0
13323,0,0,0,432.55,0,0,0,0,0,0,235,0,120.3
13324,1326.87,0,650.1,0,0,460.5,0,0,0,1361.52,684.12,0,2638.84
13325,0,0,0,0,0,0,0,0,0,0,0,0,675.3
13327,0,382.3,745,0,202.9,0,484.1,450.4,474.05,0,889.02,0,0
13328,0,0,0,0,0,1308.48,0,0,0,0,0,0,0
13329,0,0,304.2,0,0,0,0,0,0,0,484.8,0,0
13330,0,0,0,0,0,335.82,0,392.4,0,0,0,0,412.71
13332,0,0,0,0,0,0,0,0,0,0,350.9,0,0
13334,0,0,0,0,1637.19,0,0,1071.4,0,0,0,0,793.73
13336,0,0,0,0,0,0,0,0,0,0,0,0,795.12
13338,0,0,0,0,0,0,487.02,0,0,0,0,0,0
13339,0,0,0,0,0,0,0,0,0,860.12,0,0,0
13340,0,957.24,0,0,0,0,4594.27,0,3678.03,0,0,1506.94,0
13341,0,0,0,0,0,0,0,0,775.85,0,0,0,0
13343,0,0,0,0,0,0,0,353.43,0,0,0,0,0
13344,0,0,0,0,0,0,0,0,1656.15,0,0,855.54,0
13345,0,0,0,0,389.5,0,0,0,0,0,0,0,0
13347,0,0,0,0,0,0,0,0,0,0,0,0,341.36
13348,0,0,0,0,0,0,0,0,0,0,0,233.76,0
13349,0,0,0,0,0,0,0,0,0,0,247.32,0,0
13350,0,0,0,0,0,0,0,0,0,0,332.55,0,646.57
13351,0,0,0,0,0,0,0,0,0,0,0,373.94,0
13352,0,0,0,0,0,0,0,0,0,0,0,397.98,0
13354,0,0,0,0,0,0,0,0,0,0,0,0,743.53
13355,0,674.7,0,0,0,0,0,0,0,0,0,0,0
13356,0,0,0,0,0,0,0,0,0,0,0,0,768.24
