CustomerID,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,OverallScore
14081.0,271,0,150,0,921.62,0,0
16858.0,337,0,10,0,375.69000000000005,0,0
15899.0,337,0,4,0,56.25,0,0
17691.0,327,0,19,0,290.40000000000003,0,0
18113.0,337,0,1,0,76.32000000000001,0,0
17860.0,337,0,52,0,226.44999999999996,0,0
16658.0,337,0,8,0,123.24,0,0
17223.0,279,0,48,0,416.8899999999999,0,0
13963.0,277,0,35,0,664.54,0,0
15649.0,305,0,2,0,816.0,0,0
14176.0,266,0,31,0,576.9,0,0
18119.0,336,0,29,0,180.7,0,0
13569.0,336,0,23,0,109.82000000000001,0,0
13786.0,336,0,7,0,230.4,0,0
13173.0,336,0,23,0,165.94000000000003,0,0
15180.0,336,0,6,0,87.5,0,0
13807.0,336,0,7,0,112.6,0,0
16125.0,336,0,13,0,289.35,0,0
14821.0,335,0,2,0,48.800000000000004,0,0
17406.0,302,0,111,0,2184.42,0,0
15973.0,335,0,4,0,307.82,0,0
16893.0,335,0,45,0,145.93000000000004,0,0
15221.0,335,0,5,0,403.25,0,0
16679.0,335,0,3,0,129.75,0,0
18269.0,335,0,7,0,168.6,0,0
13270.0,335,0,1,0,590.0,0,0
13077.0,259,0,62,0,576.1899999999999,0,0
15347.0,335,0,5,0,201.59999999999997,0,0
16596.0,335,0,6,0,120.65,0,0
14437.0,334,0,5,0,63.0,0,0
13369.0,334,0,14,0,308.28000000000003,0,0
14987.0,334,0,2,0,163.2,0,0
14355.0,334,0,11,0,174.4,0,0
16065.0,334,0,73,0,367.1400000000001,0,0
15945.0,334,0,2,0,181.0,0,0
17978.0,334,0,12,0,300.91999999999996,0,0
16795.0,334,0,66,0,414.88000000000005,0,0
16519.0,334,0,5,0,103.7,0,0
12872.0,295,0,66,0,599.9699999999998,0,0
17456.0,334,0,17,0,249.85999999999999,0,0
17880.0,333,0,26,0,458.91999999999985,0,0
16499.0,329,0,19,0,365.45,0,0
14082.0,333,0,29,0,182.24999999999997,0,0
17912.0,279,0,37,0,310.06000000000006,0,0
15723.0,333,0,38,0,190.70000000000005,0,0
15881.0,281,0,29,0,501.39,0,0
16727.0,333,0,44,0,256.32,0,0
16565.0,333,0,3,0,173.7,0,0
15503.0,331,0,66,0,141.04,0,0
17251.0,331,0,37,0,269.83000000000004,0,0
15224.0,327,0,14,0,322.0799999999999,0,0
14413.0,331,0,22,0,121.05,0,0
18004.0,331,0,37,0,157.91999999999996,0,0
16665.0,331,0,9,0,135.4,0,0
15454.0,331,0,25,0,179.10000000000002,0,0
15361.0,330,0,7,0,418.9200000000001,0,0
17303.0,330,0,53,0,250.03999999999994,0,0
17524.0,330,0,6,0,145.0,0,0
17890.0,291,0,91,0,586.8900000000004,0,0
13948.0,329,0,3,0,101.99999999999999,0,0
16202.0,329,0,18,0,365.27000000000004,0,0
16812.0,329,0,15,0,479.3500000000001,0,0
12829.0,305,0,11,0,293.0,0,0
13496.0,328,0,26,0,501.01000000000005,0,0
13295.0,328,0,10,0,201.2,0,0
17525.0,328,0,9,0,422.70000000000005,0,0
15101.0,328,0,4,0,102.28,0,0
17551.0,328,0,39,0,290.34,0,0
18050.0,328,0,5,0,74.4,0,0
17752.0,328,0,1,0,80.64,0,0
17496.0,327,0,10,0,271.04999999999995,0,0
15789.0,327,0,25,0,351.3,0,0
14373.0,327,0,4,0,76.55,0,0
18176.0,327,0,30,0,476.34999999999997,0,0
13874.0,326,0,18,0,540.45,0,0
17392.0,275,0,56,0,417.27000000000004,0,0
15204.0,326,0,9,0,316.58000000000004,0,0
15160.0,326,0,4,0,158.16000000000003,0,0
13033.0,326,0,11,0,190.54999999999998,0,0
17358.0,272,0,58,0,360.8099999999999,0,0
17343.0,324,0,17,0,193.63999999999996,0,0
15279.0,323,0,19,0,290.51,0,0
15460.0,323,0,56,0,214.26,0,0
16270.0,322,0,54,0,1141.2399999999996,0,0
15562.0,320,0,1,0,134.55,0,0
13922.0,320,0,7,0,172.24999999999997,0,0
13304.0,320,0,21,0,300.4199999999999,0,0
16282.0,308,0,11,0,168.3,0,0
15661.0,286,0,5,0,309.8,0,0
15266.0,307,0,6,0,119.30000000000001,0,0
15464.0,307,0,155,0,1044.6500000000005,0,0
13187.0,305,0,37,0,236.01999999999995,0,0
15607.0,305,0,13,0,104.76,0,0
14889.0,305,0,10,0,135.9,0,0
17128.0,303,0,14,0,157.09,0,0
13565.0,303,0,13,0,110.17999999999999,0,0
18032.0,303,0,5,0,73.5,0,0
16850.0,302,0,19,0,332.40999999999997,0,0
15326.0,302,0,29,0,311.71,0,0
16351.0,301,0,8,0,153.9,0,0
13144.0,301,0,3,0,110.94999999999999,0,0
15346.0,301,0,17,0,252.42000000000004,0,0
18095.0,281,0,21,0,580.05,0,0
13672.0,270,0,6,0,186.39,0,0
17569.0,301,0,29,0,344.13999999999993,0,0
14270.0,300,0,29,0,492.6499999999999,0,0
14185.0,300,0,3,0,197.65,0,0
15171.0,300,0,5,0,1289.5,0,0
13284.0,299,0,13,0,201.19,0,0
15447.0,299,0,9,0,155.17,0,0
16315.0,299,0,14,0,226.37,0,0
15510.0,299,0,1,0,250.0,0,0
13385.0,298,0,35,0,534.5700000000002,0,0
15213.0,287,0,24,0,328.34999999999997,0,0
18106.0,298,0,37,0,421.8999999999999,0,0
15316.0,295,0,1,0,165.0,0,0
14238.0,295,0,8,0,146.85,0,0
13859.0,295,0,28,0,201.16,0,0
18212.0,295,0,34,0,216.06999999999996,0,0
18233.0,294,0,1,0,440.0,0,0
13898.0,294,0,12,0,155.93,0,0
16997.0,257,0,12,0,702.0,0,0
15395.0,294,0,7,0,107.45000000000002,0,0
14090.0,293,0,1,0,76.32000000000001,0,0
14784.0,292,0,4,0,114.68,0,0
15262.0,292,0,10,0,178.95000000000002,0,0
17862.0,292,0,11,0,330.9,0,0
15422.0,292,0,6,0,97.7,0,0
13008.0,292,0,14,0,229.47000000000003,0,0
15174.0,291,0,11,0,135.75,0,0
16387.0,291,0,4,0,94.36,0,0
17094.0,291,0,14,0,301.99999999999994,0,0
17714.0,289,0,10,0,153.0,0,0
15167.0,289,0,39,0,158.79999999999998,0,0
14068.0,289,0,24,0,265.85,0,0
13068.0,288,0,1,0,165.0,0,0
14368.0,288,0,8,0,155.00000000000003,0,0
13819.0,270,0,36,0,1140.35,0,0
14782.0,288,0,6,0,200.10000000000002,0,0
15820.0,288,0,17,0,206.98000000000002,0,0
13551.0,288,0,4,0,91.80000000000001,0,0
15052.0,288,0,28,0,207.73,0,0
14130.0,288,0,66,0,480.90999999999997,0,0
15222.0,287,0,5,0,585.0,0,0
13615.0,287,0,23,0,417.6900000000001,0,0
15967.0,287,0,33,0,161.9,0,0
16757.0,287,0,7,0,106.83,0,0
13703.0,287,0,1,0,99.5,0,0
16222.0,287,0,122,0,773.5500000000006,0,0
14248.0,287,0,8,0,302.58,0,0
13002.0,287,0,7,0,120.94999999999999,0,0
17118.0,286,0,10,0,157.02,0,0
16124.0,286,0,11,0,249.0,0,0
13328.0,285,0,17,0,1308.48,0,0
16897.0,268,0,37,0,289.7800000000001,0,0
13161.0,282,0,8,0,112.75,0,0
15415.0,282,0,47,0,559.6099999999998,0,0
17431.0,282,0,43,0,403.30000000000007,0,0
17239.0,281,0,15,0,382.50000000000006,0,0
15448.0,281,0,28,0,494.64000000000004,0,0
16403.0,281,0,10,0,177.5,0,0
17619.0,281,0,74,0,214.37000000000003,0,0
13600.0,281,0,19,0,219.51999999999998,0,0
17356.0,280,0,19,0,178.21999999999997,0,0
14850.0,280,0,21,0,325.75,0,0
13494.0,280,0,18,0,316.26,0,0
12929.0,280,0,8,0,117.85000000000001,0,0
14549.0,280,0,56,0,289.2399999999999,0,0
15940.0,280,0,1,0,35.8,0,0
14457.0,279,0,4,0,113.64,0,0
14411.0,279,0,14,0,1063.0,0,0
15226.0,279,0,8,0,154.41,0,0
18250.0,279,0,21,0,349.27000000000004,0,0
16405.0,271,0,5,0,167.25,0,0
16030.0,278,0,29,0,331.24000000000007,0,0
13800.0,278,0,33,0,558.3199999999997,0,0
13581.0,278,0,10,0,117.99999999999999,0,0
14497.0,278,0,29,0,475.3699999999999,0,0
17334.0,271,0,11,0,307.02000000000004,0,0
17517.0,277,0,11,0,153.94,0,0
17226.0,277,0,21,0,393.48999999999995,0,0
17291.0,277,0,1,0,550.8000000000001,0,0
15090.0,277,0,23,0,381.32000000000005,0,0
13584.0,275,0,24,0,142.40000000000003,0,0
14438.0,275,0,9,0,131.9,0,0
12956.0,275,0,19,0,108.07,0,0
14600.0,274,0,25,0,393.3299999999999,0,0
14048.0,274,0,85,0,409.9299999999999,0,0
17859.0,273,0,23,0,141.92000000000002,0,0
15753.0,273,0,1,0,79.2,0,0
17881.0,273,0,8,0,133.35000000000002,0,0
15843.0,272,0,8,0,118.95,0,0
15970.0,272,0,11,0,314.1,0,0
17843.0,272,0,37,0,205.48000000000002,0,0
13706.0,271,0,20,0,330.78999999999996,0,0
14431.0,271,0,17,0,470.35999999999996,0,0
16425.0,271,0,21,0,302.69999999999993,0,0
18159.0,270,0,23,0,530.1500000000002,0,0
16084.0,268,0,38,0,436.17999999999995,0,0
15236.0,267,0,15,0,321.05,0,0
16738.0,266,0,1,0,3.75,0,0
13893.0,266,0,21,0,821.1,0,0
16073.0,266,0,1,0,122.39999999999999,0,0
14760.0,266,0,5,0,89.2,0,0
16509.0,265,0,13,0,363.7,0,0
14386.0,265,0,7,0,142.4,0,0
15670.0,265,0,12,0,173.05,0,0
16494.0,265,0,50,0,826.5299999999999,0,0
16148.0,265,0,1,0,76.32000000000001,0,0
13151.0,264,0,74,0,1257.8700000000003,0,0
18138.0,264,0,8,0,152.65,0,0
14371.0,264,0,4,0,100.5,0,0
12852.0,263,0,17,0,311.54999999999995,0,0
13932.0,263,0,16,0,307.4,0,0
16765.0,263,0,1,0,34.0,0,0
12988.0,261,0,83,0,505.82,0,0
13044.0,260,0,33,0,560.4700000000001,0,0
14520.0,259,0,1,0,165.0,0,0
16349.0,259,0,9,0,53.5,0,0
16913.0,259,0,8,0,113.44000000000001,0,0
18114.0,259,0,28,0,220.1,0,0
15303.0,259,0,31,0,574.02,0,0
17499.0,258,0,40,0,622.88,0,0
15397.0,258,0,6,0,94.0,0,0
17711.0,258,0,13,0,220.53000000000003,0,0
18068.0,258,0,1,0,101.69999999999999,0,0
17171.0,258,0,16,0,224.90999999999997,0,0
17117.0,257,0,9,0,116.19999999999997,0,0
12945.0,257,0,23,0,462.95000000000005,0,0
18056.0,257,0,19,0,363.65,0,0
16072.0,257,0,23,0,584.3199999999999,0,0
15543.0,257,0,28,0,127.85999999999999,0,0
13751.0,257,0,9,0,296.24999999999994,0,0
13345.0,256,0,20,0,389.50000000000006,0,0
14470.0,256,0,35,0,297.64,0,0
13753.0,256,0,35,0,741.26,0,0
13973.0,256,0,11,0,264.7,0,0
13684.0,254,0,29,0,65.13000000000001,0,0
16598.0,254,0,10,0,145.05,0,0
14157.0,254,0,37,0,269.18000000000006,0,0
13047.0,0,3,172,0,3237.540000000001,0,3
13748.0,64,3,28,0,948.2499999999998,0,3
16098.0,56,3,67,0,2005.6300000000003,0,3
17420.0,19,3,30,0,598.8300000000002,0,3
14307.0,57,3,180,0,2995.7200000000007,0,3
12838.0,2,3,120,0,671.9499999999995,0,3
17181.0,26,3,23,0,239.91999999999996,0,3
17951.0,8,3,20,0,1008.5400000000003,0,3
15012.0,22,3,122,0,405.0399999999997,0,3
17572.0,39,3,12,0,226.75,0,3
14001.0,14,3,39,0,2043.08,0,3
17905.0,40,3,33,0,798.99,0,3
15605.0,5,3,67,0,1198.23,0,3
17873.0,49,3,43,0,1848.9600000000007,0,3
17025.0,29,3,9,0,357.77,0,3
17460.0,63,3,29,0,622.4299999999998,0,3
14741.0,23,3,49,0,1168.39,0,3
14901.0,0,3,82,0,1226.47,0,3
17287.0,43,3,101,0,880.3000000000005,0,3
15827.0,42,3,115,0,1836.0900000000008,0,3
17964.0,0,3,98,0,463.2099999999999,0,3
17802.0,51,3,140,0,1285.0399999999997,0,3
13491.0,20,3,86,0,1215.82,0,3
13138.0,15,3,55,0,831.69,0,3
16203.0,27,3,35,0,592.9,0,3
16770.0,26,3,140,0,757.1000000000006,0,3
14775.0,27,3,60,0,1011.9,0,3
15299.0,36,3,7,0,4507.01,0,3
13145.0,8,3,6,0,618.52,0,3
16150.0,11,3,117,0,2053.019999999999,0,3
17552.0,29,3,49,0,930.41,0,3
14236.0,49,3,15,0,490.86,0,3
17135.0,6,3,42,0,890.03,0,3
16891.0,5,3,168,0,638.9799999999999,0,3
16477.0,32,3,146,0,2494.4600000000005,0,3
17819.0,40,3,48,0,3704.869999999999,0,3
16140.0,34,3,35,0,725.1800000000001,0,3
14396.0,34,3,73,0,487.99,0,3
16455.0,32,3,99,0,1841.1800000000005,0,3
15545.0,23,3,80,0,288.9699999999999,0,3
15038.0,27,3,125,0,685.7399999999997,0,3
17796.0,9,3,81,0,690.0000000000002,0,3
17863.0,28,3,148,0,3159.9999999999995,0,3
13034.0,23,3,37,0,642.77,0,3
14404.0,2,3,100,0,1449.3200000000004,0,3
13652.0,14,3,63,0,1095.08,0,3
18219.0,11,3,102,0,1827.4000000000003,0,3
17674.0,43,3,27,0,551.0400000000001,0,3
13094.0,49,3,22,0,1774.6800000000003,0,3
14443.0,22,3,93,0,1420.2000000000005,0,3
17227.0,29,3,40,0,720.3100000000001,0,3
15860.0,9,3,139,0,965.1599999999993,0,3
15304.0,29,3,23,0,694.4000000000002,0,3
15048.0,34,3,94,0,380.99999999999983,0,3
13155.0,2,3,85,0,971.76,0,3
15028.0,11,3,43,0,512.4300000000001,0,3
14487.0,9,3,121,0,1013.2899999999998,0,3
16817.0,1,3,71,0,1387.4200000000003,0,3
14409.0,39,3,54,0,2059.45,0,3
17470.0,13,3,78,0,1125.0700000000002,0,3
16059.0,34,3,178,0,1453.1600000000008,0,3
15018.0,7,3,31,0,496.21,0,3
16221.0,5,3,95,0,860.86,0,3
16086.0,28,3,39,0,1121.39,0,3
15858.0,28,3,152,0,1240.3400000000001,0,3
16775.0,26,3,147,0,1562.3600000000015,0,3
16950.0,25,3,42,0,1178.56,0,3
17591.0,42,3,157,0,2203.6700000000005,0,3
15081.0,34,3,27,0,416.55,0,3
16863.0,0,3,26,0,502.8,0,3
13329.0,0,3,17,0,789.0,0,3
14744.0,28,3,22,0,1011.78,0,3
13983.0,8,3,106,0,2474.5499999999997,0,3
16122.0,42,3,38,0,684.42,0,3
17722.0,65,3,115,0,2424.039999999999,0,3
16233.0,40,3,22,0,536.68,0,3
16385.0,29,3,57,0,554.8599999999999,0,3
17213.0,9,3,157,0,2781.2299999999977,0,3
18061.0,34,3,44,0,2027.0099999999993,0,3
17262.0,21,3,12,0,1253.3600000000001,0,3
13523.0,2,3,172,0,3964.8800000000006,0,3
13848.0,61,3,5,0,1255.0,0,3
17999.0,6,3,91,0,380.38999999999993,0,3
15996.0,57,3,127,0,1032.5799999999995,0,3
14243.0,7,3,135,0,2481.349999999999,0,3
13240.0,65,3,67,0,663.6500000000001,0,3
17430.0,1,3,14,0,265.76000000000005,0,3
13982.0,8,3,111,0,1871.81,0,3
15288.0,12,3,88,0,2306.519999999999,0,3
17816.0,5,3,17,0,36.55999999999999,0,3
17339.0,63,3,9,0,243.36,0,3
17950.0,41,3,71,0,482.2,0,3
13327.0,7,3,108,0,3627.769999999998,0,3
15211.0,29,3,52,0,894.41,0,3
17696.0,7,3,115,0,2285.7100000000014,0,3
17076.0,4,3,25,0,841.08,0,3
14419.0,7,3,156,0,840.89,0,3
16019.0,15,3,160,0,3786.239999999999,0,3
14107.0,20,3,123,0,2703.23,0,3
13787.0,44,3,31,0,309.04,0,3
18016.0,1,3,122,0,1477.66,0,3
16367.0,6,3,127,0,800.6699999999995,0,3
17917.0,14,3,92,0,335.0299999999999,0,3
13959.0,48,3,90,0,594.0399999999998,0,3
15854.0,55,3,101,0,2839.9400000000005,0,3
14565.0,64,3,127,0,3099.1200000000017,0,3
14639.0,21,3,172,0,2984.4900000000025,0,3
18044.0,5,3,118,0,1877.6999999999994,0,3
17158.0,1,3,67,0,1266.9699999999993,0,3
16531.0,6,3,70,0,1112.64,0,3
14150.0,4,3,26,0,658.6400000000001,0,3
13611.0,58,3,72,0,1154.4000000000003,0,3
15950.0,0,3,97,0,1744.7099999999991,0,3
13092.0,39,3,25,0,477.83,0,3
17033.0,55,3,28,0,1030.1399999999999,0,3
14201.0,29,3,37,0,747.4399999999999,0,3
14913.0,4,3,87,0,1227.4300000000005,0,3
17214.0,29,3,101,0,1059.12,0,3
15062.0,40,3,57,0,987.8599999999999,0,3
12928.0,4,3,84,0,2062.6999999999994,0,3
13317.0,35,3,124,0,2273.679999999999,0,3
14841.0,22,3,138,0,3295.7599999999993,0,3
14414.0,60,3,97,0,1496.9800000000005,0,3
16470.0,20,3,164,0,752.77,0,3
14878.0,5,3,113,0,1327.2400000000005,0,3
16316.0,33,3,151,0,2938.9100000000008,0,3
15620.0,25,3,100,0,1553.18,0,3
15366.0,44,3,44,0,602.5100000000001,0,3
14334.0,62,3,148,0,2328.710000000001,0,3
17848.0,50,3,51,0,901.2000000000003,0,3
14560.0,0,3,66,0,2039.2900000000006,0,3
13627.0,28,3,92,0,1638.4700000000003,0,3
17888.0,7,3,64,0,644.0000000000001,0,3
17007.0,19,3,52,0,889.9300000000001,0,3
16885.0,20,3,57,0,299.5999999999998,0,3
17913.0,27,3,58,0,408.65,0,3
16153.0,18,3,89,0,1824.2300000000002,0,3
12944.0,4,3,30,0,604.51,0,3
15312.0,44,3,47,0,924.8500000000001,0,3
17090.0,21,3,56,0,1750.6100000000006,0,3
15527.0,7,3,123,0,2249.439999999999,0,3
15208.0,0,3,33,0,662.52,0,3
13487.0,26,3,34,0,575.4000000000001,0,3
14533.0,29,3,57,0,1797.0600000000006,0,3
15587.0,19,3,9,0,913.6800000000002,0,3
13165.0,15,3,42,0,1021.4799999999999,0,3
16875.0,36,3,112,0,2095.53,0,3
13397.0,41,3,38,0,1544.1299999999997,0,3
15164.0,37,3,101,0,824.5799999999998,0,3
14553.0,2,3,79,0,717.79,0,3
15841.0,41,3,47,0,1224.0600000000004,0,3
17368.0,1,3,81,0,1771.9900000000005,0,3
16676.0,2,3,89,0,1592.12,0,3
14312.0,15,3,87,0,1611.5899999999995,0,3
16551.0,64,3,32,0,922.12,0,3
13750.0,22,3,24,0,1647.2599999999998,0,3
18179.0,22,3,80,0,1572.5900000000006,0,3
13233.0,43,3,43,0,605.1200000000001,0,3
15611.0,11,3,32,0,1340.3400000000001,0,3
17114.0,2,3,102,0,716.0799999999997,0,3
14761.0,27,3,11,0,255.90000000000003,0,3
16735.0,47,3,116,0,2247.4099999999994,0,3
17800.0,6,3,103,0,1187.21,0,3
15799.0,44,3,98,0,884.1400000000002,0,3
16350.0,33,3,53,0,1001.8699999999998,0,3
18171.0,27,3,54,0,1231.3099999999997,0,3
14229.0,20,3,40,0,1547.2,0,3
13107.0,13,3,58,0,1531.6200000000003,0,3
16497.0,18,3,136,0,2965.690000000001,0,3
15281.0,27,3,139,0,2332.149999999999,0,3
13473.0,29,3,21,0,422.64,0,3
15370.0,9,3,94,0,2386.05,0,3
13784.0,26,3,30,0,2424.6299999999997,0,3
13862.0,41,3,131,0,2089.700000000001,0,3
16235.0,9,3,46,0,867.3099999999996,0,3
16359.0,34,3,56,0,1640.1899999999996,0,3
16554.0,11,3,52,0,837.1,0,3
14514.0,30,3,69,0,990.2,0,3
14167.0,8,3,50,0,562.5899999999999,0,3
16500.0,5,3,4,0,250.32,0,3
15835.0,13,3,50,0,954.0899999999996,0,3
13993.0,11,3,121,0,3466.36,0,3
16493.0,48,3,56,0,1351.6300000000003,0,3
15626.0,43,3,49,0,675.8000000000001,0,3
14175.0,28,3,149,0,3222.3000000000006,0,3
16206.0,23,3,63,0,537.06,0,3
13782.0,16,3,98,0,738.7999999999995,0,3
12924.0,57,3,30,0,933.7000000000003,0,3
16593.0,19,3,27,0,330.0299999999999,0,3
13634.0,2,3,186,0,1547.3600000000004,0,3
17064.0,27,3,61,0,855.4500000000003,0,3
